SN,t_exp,A_r,A_g,alpha_r,alpha_g,B_r,B_g,dt_exp,dA_r,dA_g,dalpha_r,dalpha_g,dB_r,dB_g
ZTF18abfhaji,,,,,,,,,,,,,,
ZTF18abfhryc,2458302.5827039112,1.876350493090381,1.8399684913373653,2.9826820756023964,2.999999999994057,-6.556559929776755,11.306201947096211,0.43775163279553336,0.940709508467136,0.9172534435892863,0.16235993328543435,0.1608840448747653,4.624435806650534,4.814261510231777
ZTF18abfzkno,2458305.44506642,35.66554046949744,20.066080180835467,1.0995517055865334,1.4620885670583563,14.11258136085792,22.944237200886555,0.5237245280094212,15.652581033274352,10.726240575690602,0.20111330684408327,0.23275188449316236,2.770104380100448,2.6464887631746605
ZTF18abimsyv,2458313.3760518394,8.35740438744876,4.576624504765977,1.762733602048825,2.0608335118698897,-6.454410705568874,0.17274250700772112,0.42926293348874567,2.9612600680675496,1.7178872853339067,0.1251322873010659,0.1280348767275653,2.174844786833772,1.790833111841664
ZTF18abjstcm,,,,,,,,,,,,,,
ZTF18abjtgdo,2458320.2302294984,39.2327841711608,29.163020221398998,1.0000025022525412,1.4925946668417436,9.101334326674902,-2.0835712998965232,0.5770804533837477,20.374507850016478,19.33045867762536,0.25993083073295903,0.31105124580816995,4.3412472696499185,4.789527809420221
ZTF18abjvhec,,,,,,,,,,,,,,
ZTF18abkhcrj,2458326.837465135,256.08566793497295,106.37337508460517,1.0000000000000002,1.4036436545290742,-2.443554822368491,5.910519723814548,0.24298016388247817,46.617777186984945,23.461968584230014,0.08401029361271657,0.09793480077882426,3.635003824573785,3.0847787270839215
ZTF18abkhcwl,2458324.0569719337,6.203662898430665,4.084919294164141,2.6395272659908637,2.92489330859145,-6.489464900533381,6.759539321574553,0.515597228164252,3.47358272792862,2.5049761636587973,0.188827192654435,0.20507910960243514,3.874308606289922,2.8153474562147647
ZTF18abkifng,2458326.832378216,18.87446092859274,32.943663264695886,1.53931115549806,1.4508607678226983,-23.30105132860398,47.94259074837072,1.1253606691424258,18.879693302092,37.14015720068289,0.4131070593455171,0.5212518891497709,6.6117843455301815,3.3290838283349484
ZTF18abkigee,2458321.2841205983,2.1340644945279155,2.3405648882019103,2.1504469977478764,2.152089116579868,9.792324035749733,7.4131077616749845,3.57994562184284,6.516437224666876,6.967264529708175,1.0026796216092086,0.9682132815517747,3.6086091592301903,3.3800243145851803
ZTF18abkudjo,2458325.936521527,20.53433931078959,12.933476115648146,1.4308558657353272,1.5993823985037727,12.602937037721025,0.7977729967630026,2.165184483687127,31.355719735814063,22.13741721661035,0.5757856076980697,0.6358391046074373,5.853675190666709,5.911881225385792
ZTF18abmmkaz,2458335.042587404,6.2776886406366135,7.974733437259194,2.1224210949127134,2.074922268786324,-2.7048249182409747,7.577934225886448,,,,,,1.4118903874196962,2.68448065252607
ZTF18abmxdhb,2458342.006539121,8.136581254830379,8.691784471061823,1.8588416404140657,1.8972753217638771,-0.9641957931602045,1.3852595366746967,0.9289586698340325,6.1472267493973805,6.765212863075536,0.2640327242561634,0.2703428799967457,3.111897971757125,2.9045731548728773
ZTF18abnvoel,2458339.972281213,1.277997512797316,0.9450683048267704,2.5778404642211754,2.7302159300782307,-3.8291314448795393,-14.370255038208507,2.6953451099026955,3.165818541327961,2.468327835992907,0.7782840162114713,0.8188200915724863,6.557345789730307,5.606616814082929
ZTF18abokpvh,2458347.398398635,19.96648674545014,20.25421081763517,1.5771289477737356,1.5534355217489768,9.54710698217206,-12.200902794371807,0.7044666535239702,11.530462184650583,14.697061725141795,0.21563943103511043,0.32631212063926657,3.28473061183224,3.440971056645737
ZTF18abpamut,2458347.8620523294,28.184968230492114,26.826590377128184,1.2208346775301602,1.3808972210970798,-6.7056482667716315,7.052539290837332,0.9187921113083796,16.147984867960837,24.201223870609486,0.2108498621294908,0.43272396170145977,4.02482354200709,3.7121418758744156
ZTF18abpaywm,2458349.311792505,19.979079552978014,27.769090229426247,1.8642753991547745,1.1752556175549609,2.29019528622637,-0.5467166649858491,0.2746274378486974,5.062070303782156,11.131349498946806,0.09240269769008287,0.30028403960252165,2.110143168026121,3.792048158616194
ZTF18abpmmpo,2458346.930785488,4.579842962784981,2.7065999850915996,2.1141309513811954,2.501062512821752,1.7134857539168946,1.5528479942021645,1.1143987303437772,4.272755544442358,4.794469192436706,0.3040431506870548,0.793228298428922,5.020138787767219,5.112677022550235
ZTF18abpttky,2458349.204782216,27.6703232015155,28.162656578092367,1.2576430442877038,1.2727744549305717,6.349534694506804,-2.5844106541192393,0.610255076021977,15.11059110818852,24.31076352291784,0.24987667739873723,0.5887734203977305,4.388252148796228,5.171180599361695
ZTF18abqjvyl,2458347.6974002994,14.289560631458517,18.13129402999581,1.4763017265020333,1.4644916183001861,3.4183690518193246,7.365599419701399,2.037491567582179,23.28565971184081,36.11847161618767,0.6267814928939085,0.895583038102336,4.775029332271916,4.274307532614247
ZTF18abrzeym,2458355.4304357385,21.089387719961817,9.86002020865374,1.5240735886729035,1.8561128926949557,3.5262870326313966,11.227162502988289,0.697735873655835,11.84036638485965,6.167109611435931,0.21233738356705423,0.23606202096494916,3.6007108357724538,4.6761778915424985
ZTF18absdgon,2458358.3751727985,24.54853048922029,17.328058583479983,1.6459910967863112,1.7563402157974557,-8.187883291574181,1.9233631165533633,0.6012190883340205,13.388538051902543,9.889217314402527,0.21369300653006046,0.2199001431709254,3.8804106700669254,5.243462479468034
ZTF18abssuxz,2458360.9390627486,18.35528288218847,54.824284048878695,2.999955810989002,1.1160865651641603,24.730161334454536,-5.936549420451446,1.0154533361124314,69.16321111002584,62.37581286095998,4.747070858916948,0.5883109202343781,7.196828785135121,7.245565712773346
ZTF18abtnlik,2458362.1828688057,11.451700499289942,7.617307012676536,1.7453972376568956,1.9238349946935518,4.041440991688573,-8.602512498208423,0.9651501042403279,11.90871934716453,7.950426796929758,0.4328695582392612,0.42077816852984173,4.178353234799541,4.983964802111232
ZTF18abtogdl,2458358.791155453,0.6715516680307274,0.6101063064071394,2.5522877772422117,2.6521630201620443,20.81634226984866,-4.86726619129275,1.680405534938251,1.0766939365784918,0.9353092648119077,0.514117060459833,0.47657543340213787,3.805398809222422,5.456759967785996
ZTF18abucvbf,2458364.2079770253,2.1046515429109287,1.7023638510931025,2.6374730384454175,2.803398220961535,-14.546000397350037,6.128205311541558,0.5410971089429075,1.2139419576326977,1.0067447419073472,0.19157705420721577,0.1936971811276867,3.5678466138043787,3.658306255566679
ZTF18abuqugw,2458367.8169174884,10.031607004561094,8.4738521531725,2.941880363177676,2.9999999997430176,-18.995110983879304,0.13697475234646242,0.520645056798783,9.496978546584717,8.019286273110774,0.4106964509804895,0.40672366051612396,4.346349221279562,5.072066103840008
ZTF18abwmuua,,,,,,,,,,,,,,
ZTF18abwnsoc,2458370.3746667756,2.7055328861854133,2.5004498973603027,2.128838663317838,2.2062498135638346,1.3620713798933763,-2.7354181892828953,1.19389592520274,3.1853489454786317,2.9709987429874682,0.4176845831317356,0.417672090553626,2.959658013240745,3.4511784512365646
ZTF18abxxssh,2458372.9741413854,0.6285652992947011,0.9327739045403522,2.692798258033057,2.636452472526492,8.791790666412332,1.257629260652502,0.9332926333520165,0.5175827708501785,0.7883196579232682,0.24814565942504568,0.2580968660820734,2.687542890289807,2.797563680924972
ZTF18abxygvv,,,,,,,,,,,,,,
