,z,t0,x0,x1,c,MWebv,MWr_v,t0_err,x0_err,x1_err,c_err,ra,dec
ZTF18aagtcxj,0.03235259,2458214.1577599323,0.0008644726629241183,-2.12420770776512,0.5691378593807792,0.01026292409753719,3.1,0.0580210080370307,3.09768290420148e-05,0.053811720323480416,0.03195615117911965,248.0481592,42.713424
ZTF18abauprj,0.024167,2458302.4920057086,0.010708501106543148,1.2849188948553147,-0.027655644611861926,0.023157497616233036,3.1,0.03627244685776532,0.00031081293456593163,0.03721103036568066,0.026747026272041063,254.7711161,47.2364229
ZTF18abomklq,0.03762900750116243,2458357.623824101,0.0015156679380145404,0.3524831931164009,0.337748582093322,0.11489297638354481,3.1,0.04982007993385196,5.034151447681283e-05,0.07639700117272925,0.029292847817246833,356.1143058,5.6637039
ZTF18acdzzyf,0.04049838,2458443.5318277725,0.0006245046317518882,1.015996545609084,0.4836141001338929,0.0185862006181766,3.1,0.2462740121409297,5.361076429719534e-05,0.3219820630922632,0.0658777468477956,31.7952798,-9.0246254
ZTF18abmjvpb,0.06599487,2458357.312175815,0.0008404584461733274,0.07189978220406079,0.016354850012608547,0.03426503191493426,3.1,0.3611969347111881,5.832878161934971e-05,0.4382755575344273,0.059360389574427165,239.5486778,19.7652094
ZTF18accngee,0.0832324,2458429.4173450205,0.0005411774382724287,1.2747803707399263,0.06892391929751374,0.039061943158634656,3.1,1.047383238794282,2.3174569996738552e-05,0.722132593947329,0.04204888758027203,140.6421774,9.5559497
ZTF18accwjiu,0.03281885,2458441.5136670326,0.003048531545949017,-1.437573473481334,-0.0160923191871261,0.03700108961928474,3.1,0.09188577951863408,9.56727135589373e-05,0.0842158539267382,0.029539297170509266,156.6289441,15.3408551
ZTF18aaxvpsw,0.09156192,2458287.7018231507,0.0005475187157217022,0.05034697023425468,-0.023178477177825924,0.010517329980379606,3.1,0.07556532858870924,1.605496078112425e-05,0.09171925494501737,0.028648354293739613,224.9766429,39.078829
ZTF18aabstmw,0.02308648,2458192.5972144175,0.0009889153461344574,-1.3020170924847738,0.43307076842542513,0.011196442541351711,3.1,0.09665200533345342,6.031794251901564e-05,0.14817906431925756,0.04851954408620067,153.4511418,38.7630928
ZTF18acrcetn,0.03873566334464964,2458454.7684156573,0.00040281618016400694,-1.172036197727471,0.6972669923700197,0.030538108478174314,3.1,0.6003050880972296,7.333239033227522e-05,0.2561160033366287,0.13403944126781622,15.9512621,10.5923058
ZTF18accnnyu,0.02890779,2458420.885479003,0.0031037812997012776,0.9471003329056422,0.03725819072399762,0.026894264308230387,3.1,0.6132251620292664,0.00016935236963174893,0.19908261040626368,0.03809825073899374,142.6242508,16.3436481
ZTF18acceprh,0.03890290989217488,2458404.335630944,0.0011255351881230215,-1.7303943199662255,0.2625170334188288,0.042034039085654895,3.1,2.8402952949982136,0.00036133179786849117,1.9119066481334903,0.27230987436749404,310.496269,-19.1433023
ZTF18aaqkqxi,0.07609885,2458249.603403382,0.000847412710947464,0.09142579648393379,0.05208230558321992,0.018990338626073754,3.1,0.1488395945634693,2.6768971714302486e-05,0.12938242725411064,0.029905502798530832,167.9690562,39.6050302
ZTF18abupgps,0.099345,2458445.008493197,0.0005033956344420681,1.5986868325348855,-0.02553897816285952,0.01666856920433843,3.1,0.7062037526629865,8.987321910999978e-05,0.997755384494179,0.13989263712429856,16.9656358,-15.6805759
ZTF18abmjyvo,0.05584438,2458353.545082014,0.0002872105683589334,-0.9958350012087238,0.3749514433676458,0.022843211774174015,3.1,0.1898917790967971,1.2469336735050314e-05,0.2163789080427318,0.036654775705827175,244.9342933,50.5518666
ZTF18acwwonp,0.03127776,2458484.9947241,0.002395676089353455,-0.5690029706683016,0.2055513442897351,0.010356513281217731,3.1,0.11443881690502167,8.715296934546556e-05,0.1296285387404203,0.03275258172593417,202.380167,61.4366303
ZTF18adbhrjs,0.079398,2458490.795235624,0.0006384874073899662,-0.10493438713082177,-0.028851948000883476,0.04400854278409085,3.1,0.319665455725044,2.9910961766907847e-05,0.5212296191982605,0.04255724124978384,166.4467904,2.4321019
ZTF18aaykuzt,0.100831,2458285.582299036,8.195123087687995e-05,2.4484799443737573,0.5436781161780206,0.009700744312619965,3.1,0.60189218679443,3.880858560854176e-06,0.6729462114542882,0.043388038859412656,222.7470523,55.194193
ZTF18abuxjrd,0.07132095,2458385.3433014513,0.0004811339548810887,-0.2644637524678064,0.26263339159920895,0.04148307896582952,3.1,0.22346336487680674,1.668105654634452e-05,0.24675779386982302,0.03279672963534095,25.0180333,15.070975
ZTF18aceynvm,0.05396527,2458445.760421995,0.00106255642982982,-0.1457103294180349,0.043270298985317826,0.012266573983610148,3.1,0.12143576238304377,3.773217438488091e-05,0.14065281172272318,0.031428588375514335,153.8756623,37.9833525
ZTF18aaqpjja,0.06235965,2458254.236054622,0.0012908912915602032,0.9577422064684585,-0.016530633899331626,0.041186038486072246,3.1,0.4261852197814733,7.647421450051315e-05,0.7308395769971008,0.04339407206101841,122.4734874,35.0773857
ZTF18adalarn,0.02744571,2458489.780148109,0.0016828605661801048,-0.7853908231368918,0.21077054590603786,0.0206774741291333,3.1,0.1481461776420474,5.825785383631703e-05,0.1863195456833518,0.03188268223507963,164.9676076,19.794928
ZTF18abhpzig,0.012997859603083656,2458330.2616749913,0.013988281611381147,-0.6227586758805199,0.1651908186495459,0.3807280607842315,3.1,0.08442733017727733,0.0005037962987296342,0.07943724733950049,0.03193141866607061,307.1481993,25.7356554
ZTF18aazhwnh,0.09071805,2458287.2618081644,0.00044156497703722367,-2.131363075304176,-0.06552972501926312,0.0434817411120668,3.1,0.1813430991023779,1.4896812447033822e-05,0.22263762471021023,0.03624171867642992,233.0148298,23.5170358
ZTF18accpjkb,0.045048641906733244,2458436.771541574,0.001844121482835331,-0.2857065623695879,-0.039924421733723486,0.10435983213733306,3.1,0.41194058675318956,8.354383971637338e-05,0.37461710781974406,0.04051596291572877,318.5836225,21.5436199
ZTF18aaqpkvx,0.08422649,2458249.4545785063,0.0004149468315502891,4.548507701907465,0.23910711796253176,0.028667643085296048,3.1,1.3565067627932876,2.860562644033479e-05,2.458225332116514,0.09100604254004394,118.7632154,14.3575662
ZTF18acpfwmm,0.04959768721231197,2458452.37125232,0.0017084165307303199,-1.3427938168871552,-0.040582133492040345,0.04696330692594895,3.1,0.13871296332217753,6.718057605682589e-05,0.15736353682086301,0.03383300865739246,112.8023448,53.698233
ZTF18acrxppd,0.03678637,2458465.4029343952,0.0030793528657178893,0.3329136605044978,-0.055883048464541854,0.00983723693181272,3.1,0.160539370495826,9.362833710673586e-05,0.20439574938841923,0.03163777869744111,156.514174,64.8366696
ZTF18aasesgl,0.08578687,2458258.7758948505,0.0003014728702653551,-0.29835944055767244,0.20174039043522557,0.01147738740355287,3.1,0.13011824595741928,1.008866657114778e-05,0.13515792529381498,0.03172696333365064,208.6126922,39.7226348
ZTF18aaqcozd,0.07321198,2458253.745033057,0.0007186985069815156,-1.1642324184543758,-0.06083157765508637,0.020041835814837095,3.1,0.09452649741433561,2.131974735373308e-05,0.12436733725440828,0.028374438974588388,190.5631215,42.2716841
ZTF18aazgfkq,0.026813928733338762,2458289.760907011,0.005550801819281283,-1.5477188230595977,-0.058425730612333256,0.023724287873940826,3.1,0.2597153934184462,0.00018786397428929348,0.36444044556246474,0.03467509115338304,174.6234967,20.5286918
ZTF18aczenvx,0.1181049,2458485.0504782167,0.0004418779438283287,-0.27709197333603475,-0.10900742926376646,0.01649236188823129,3.1,0.257284514605999,1.8192649069652935e-05,0.30912261274510733,0.04141009436253146,163.7305353,27.8024338
ZTF18acbzvqj,0.03830707,2458404.832733848,0.0006524174625654346,1.5511149194789386,0.2726674388129368,0.01988479510658444,3.1,0.8739971111062914,6.630600230607634e-05,0.36992455756085185,0.06631648396607398,173.0908187,35.5569063
ZTF18aamsgjq,0.06002244,2458425.319995875,0.0009787372223406888,-1.3065857310654614,-0.09879700195094235,0.013327262094504327,3.1,0.5522787037771195,4.9803019463394815e-05,0.5374690840856701,0.037653338656537715,196.4457774,59.8431347
ZTF18abltaxf,0.061969025673083225,2458347.0101314746,0.000797742259595981,-1.7466853490434093,-0.060259485703967886,0.023547160548424807,3.1,0.12543665105476975,2.4562024511944293e-05,0.14084368602504857,0.030622172448654242,223.6546352,69.648467
ZTF18abdiqdh,0.03834132,2458314.063762909,0.0028840175081275526,-0.7923957440030972,0.017634701627446726,0.010718081296592416,3.1,0.13734548399224877,0.00016048242942805481,0.21437338224538474,0.04498315013897573,184.6835091,44.7819744
ZTF18acnbgrb,0.03353007,2458441.8072083322,0.0012232888607544316,-0.695683990551698,0.31350965990504503,0.015628808077032513,3.1,0.6136557275895029,4.624204369551525e-05,0.28176071507991873,0.03970121437298738,202.9837413,44.1393597
ZTF18abrzbyt,0.02689051,2458339.660318263,0.0026081804828953633,-0.977895530789715,-0.14847495819420076,0.052118650135201436,3.1,4.155002534389496e-05,0.0002651572711746705,0.3358525945032304,0.059729900143730884,117.280574,32.9806174
ZTF18abuykiu,0.04397466091571319,2458361.6423592158,0.0002476424049795975,20.130712598890117,0.7262499523989215,0.030144951546801496,3.1,0.5138478204607964,1.7050071350010062e-05,1.9911972524805874,0.06928306913101791,52.3931133,-19.6946559
ZTF18acsoyiu,0.07814884,2458464.8316933475,0.00044565094682458945,-4.013080975463045,0.2745798321625759,0.014296160770053629,3.1,0.4292932376265526,1.7881128420681794e-05,1.6855560288054297,0.2989806331885838,167.9312015,40.8156067
ZTF18aaxxfah,0.05672902,2458274.6138243894,0.0008176631883086581,-0.1123984958358264,0.12114403103719144,0.032835884988133904,3.1,0.304753978503868,2.8563602244011077e-05,0.2729484223918184,0.03470176226241494,223.7016691,5.5074322
ZTF18aaqehoc,0.062157900000000016,2458251.5650600004,0.0009592454892950029,-0.8795944218125485,0.02597822492082138,0.014565030272203489,3.1,0.05521750799380243,2.849982347045172e-05,0.05904374981416009,0.02767918947158584,228.1856281,40.1099256
ZTF18absnqyo,0.03861,2458374.9277522704,0.001114454498269088,-2.8071492405785805,0.18636243315223874,0.12873028537049352,3.1,0.17893205396831036,4.106134054080094e-05,0.30989712387102314,0.037532725162138764,315.5843046,19.9628486
ZTF18acurfxn,0.10805,2458468.3930208446,0.0004072305451426026,1.3117512608220547,0.04442785610635211,0.016580236393079095,3.1,0.5720906786154956,1.801281405454683e-05,0.42678318178807106,0.04250820600355046,180.3592593,61.1753203
ZTF18aabsyqp,0.07667208,2458183.5000620396,0.00058620908221983,0.5560872020951676,0.19251965638851432,0.022619630215943994,3.1,0.3161216978915036,6.566413445354887e-05,0.22140516387112577,0.09188100673304558,162.8185177,22.4776198
ZTF18acbvgqw,0.008095363169817495,2458470.5214632964,0.005684764450969762,7.8743126782229185,-1.14913261062785,0.031745918708524286,3.1,0.8389465033542365,0.002426146426913712,1.5320605773963272,1.602214363457664,46.5120969,-15.6115806
ZTF18acslhcq,0.048937,2458456.0065012234,0.0026468351766038454,-1.6607678298264348,-0.32564120114350487,0.3380401298586635,3.1,0.48702571843750775,0.0007137754555100546,0.3564797836379714,0.20212443678686162,46.2944153,21.1354373
ZTF18achyqcq,0.051729,2458446.674327216,0.002512580928448964,0.6142850102382382,-0.10957716658993472,0.04364511501877505,3.1,0.05197646631859243,7.343522886197374e-05,0.06308558650516953,0.027600672764488476,126.4404374,-3.048279
ZTF18acsycnc,0.07526628,2458459.3126375135,0.0006424108512953895,-1.742521678646435,-0.0880553301950704,0.024036080058566663,3.1,0.8433788518887013,9.798033682617389e-05,0.8473604987112112,0.1229683163982543,26.7137964,-8.0584475
ZTF18aaemivw,0.06806319,2458412.597114826,0.0006455849652359301,0.6220833644880762,0.21562988120249862,0.011860668288079686,3.1,5.2992720156908035e-05,3.0855927528923345e-05,0.2203052851538211,0.036980954774172646,158.4279138,39.4907902
ZTF18acefhxx,0.07786541,2458434.171269727,0.00036116543320872257,-0.08586995856959717,0.18550214102816576,0.03635114811787435,3.1,0.6157602141611278,2.239998993988921e-05,1.4140393872036834,0.05799271776795574,144.678408,9.0829283
ZTF18aabdgik,0.021604,2458428.9438531655,0.009874566912652072,0.09642777036981759,0.03360256760832536,0.04890240852160667,3.1,0.5997953845653683,0.0004283823077857487,0.2185149882038089,0.03807915011236658,175.5986903,10.2640714
ZTF18acbzojv,0.027668454109056783,2458430.6342506045,0.00021400564395941348,6.033888049584131,0.9005451220893628,0.00813208740889997,3.1,0.658204504288733,9.244101338506385e-06,0.5045119772436986,0.04177244075775975,155.6174923,36.5996197
ZTF18aceyjco,0.083288,2458442.333584157,0.0005717735423998992,0.1654016404607122,-0.004631177119980181,0.019035164799051426,3.1,0.1099108720663935,1.7858106097173247e-05,0.1305740213442317,0.030296931635856877,185.0441844,52.6316765
ZTF18ablqhqx,0.1104296,2458348.8803594713,0.00044722398307229274,-0.12549079145353081,-0.07318503118028627,0.01173442094696157,3.1,78.10161478840746,6.69759068900566e-05,61.749196170431695,2.241201801330851,206.7274822,32.4428611
ZTF18acvjnst,0.036257777224762866,2458479.7820740454,0.0038053222233014497,-0.17918758459034387,-0.0454944896135468,0.03148890974618773,3.1,0.1233753259293735,0.00017623079005551546,0.1790164653087863,0.03775576727254994,231.5761193,8.9525027
ZTF18accdvny,0.014123,2458418.2873887504,0.0065907989758734655,-0.9246868501387827,0.27970217325053587,0.08392638727931104,3.1,1.0872259736061096e-05,0.00030581524256184943,0.12373883162291939,0.03669218328022578,143.9136845,-17.3864181
ZTF18acemhyb,0.05162032,2458436.350263713,0.0010716239949617584,-1.9035274902359847,-0.031880030662481774,0.040758824728588966,3.1,0.12330934777855873,3.436241817755785e-05,0.17981525403001092,0.03099059508598063,119.1422834,30.1766162
ZTF18acbujhw,0.016208022304453607,2458431.77740027,0.0018261823148195955,-0.8780491148693957,0.6554653871520917,0.13432799359023306,3.1,0.08914623479358852,6.378846015726869e-05,0.09879543086085103,0.030714391039835195,39.6160452,29.7590118
ZTF18adbntwo,0.04774244,2458496.4306034683,0.0019824942019280043,-0.43159801606334103,-0.059419725419705076,0.0975224968583374,3.1,0.09086160059086978,6.0605839851035024e-05,0.13732681289365434,0.028693584653573193,53.575532,1.082084
ZTF18aaqcugm,0.06183284,2458255.6676895916,0.0011601142718174913,-0.9809668012365368,-0.08460616340764233,0.008075147499164282,3.1,0.0555825037881732,3.365233678657169e-05,0.06577526875097146,0.027551146174279218,202.0530441,53.9160279
ZTF18acusrws,0.03713685,2458478.0457216874,0.0032544739949532317,0.2472313150516158,-0.05004621040254005,0.02628475285592383,3.1,0.07174242660403252,0.00010792178861558715,0.10343113635607065,0.02961109888195409,182.0139671,39.245092
ZTF18acwyqeg,0.05992416,2458475.8252465343,0.0012343044057531532,1.0303913405840623,-0.0368942534877322,0.019652447068296868,3.1,0.31202455912716687,4.289982530979325e-05,0.29275842092109833,0.034158561293701366,206.5803366,14.1810918
ZTF18abcicrq,0.10558318689152883,2458299.845900768,0.0004692728192305857,0.9030244962194788,-0.12379406402681539,0.012676800595016866,3.1,0.41468303953297436,2.0875977664528923e-05,0.5325822709490774,0.04441223915088833,205.283202,28.8865199
ZTF18ablqkud,0.06808,2458347.874412777,0.00034839680523423563,0.8801243574176489,0.12708197582499936,0.030850849754367558,3.1,0.26354375667870045,1.3965817262579057e-05,0.23000982832332179,0.034897128995182346,249.4165712,25.3209067
ZTF18acynmcp,0.06856417,2458472.702231867,0.0009366442213762627,0.3916613376462722,-0.07827613124078944,0.018877855979103367,3.1,0.5747002072166651,4.001318827615037e-05,0.4355025649416618,0.040573713680394294,7.2884955,-0.1053891
ZTF18acvguyi,0.04836428,2458479.020794013,0.0021285356722491877,0.7947381477768736,-0.025969960562799158,0.022365833727438385,3.1,0.07467517722398043,7.118398349475971e-05,0.11827191687678412,0.02936263605035678,190.2643325,8.072703
ZTF18aaroihe,0.04825287,2458259.6468634196,0.0014230134829442416,-1.9828976228719464,-0.0069985637066219564,0.009359241070062786,3.1,0.08097191643901169,4.541665486743801e-05,0.07298318107135975,0.029228536237229725,173.2605831,62.7439578
ZTF18acbxhua,0.05026099401400801,2458422.53003795,0.0021714813662195246,0.8703992251313183,-0.062192436205123866,0.018607939557084802,3.1,1.9067330523394048,9.820573914115154e-05,1.4437111494880457,0.038045045285726345,351.5529747,-25.7401271
ZTF18abzpbpi,0.08929988,2458392.432414531,0.0006096204206890311,0.7930667866576856,0.00798804475076593,0.03087330494078692,3.1,0.24854960571974516,2.4207241127931353e-05,0.21834550196998367,0.03890491762412407,135.1314649,36.4618727
ZTF18acuscrr,0.07961991,2458473.256250416,0.0006714358603142243,0.7157391260458689,-0.019593729626019688,0.03125475245377079,3.1,0.21991496696136892,2.7403187206286682e-05,0.2570628300332868,0.03854511686952326,123.1301129,38.4167378
ZTF18absstyb,0.0527325,2458376.535611634,0.0014633208658318643,-0.6027098637325979,-0.02666136177754214,0.048048894088587,3.1,0.6513674301095307,6.155603522177374e-05,0.5990598465941829,0.04501869434033802,238.0924776,22.9323371
ZTF18aagrtxs,0.02970885,2458213.7847572747,0.005684529442492678,-0.8808492159224498,-0.14546969369409504,0.00983904150744754,3.1,0.043935278663411736,0.00017242929946181392,0.03367742321477196,0.028078105666731155,198.6060877,50.9776744
ZTF18aauizcr,0.03384244,2458266.9256142657,0.003155068833742961,-1.4879660442571678,-0.03468054414336561,0.01582618541015233,3.1,0.08342262916266918,0.00010815322382555373,0.10813175719761411,0.031294614568736834,173.616128,46.3626252
ZTF18accdxpa,0.02406925957806033,2458422.1323703146,0.006617706634453119,-0.8263403143984529,-0.0032745327705972667,0.020932356471815475,3.1,1.1505519161000848,0.001969358286568515,1.4700629819209725,0.21468617628560324,249.0657698,66.2402431
ZTF18aczemzj,0.04988518,2458482.0888275215,0.0008889004795423661,-1.2543740199011646,0.10914946068976525,0.02294854758170632,3.1,0.2233495288528502,4.350484264132257e-05,0.26879975248101856,0.041452511022341,219.3893715,8.0788761
ZTF18acqqyah,0.01706143,2458459.413857948,0.013291450108481534,-0.47459215138543204,-0.051967577387916936,0.014245285657914185,3.1,0.07323278556577861,0.0004527268148320888,0.09110388001502583,0.030514875251869585,171.8384011,59.6300726
ZTF18aasrssa,0.03011233,2458257.2833475964,0.00030302538232128624,-0.9473374349857312,0.5164530862212661,0.026695085097713903,3.1,0.3481181263923645,2.1382832032049398e-05,0.6497523743928969,0.058973665258711054,163.1663412,19.9457941
ZTF18aayivxm,0.08753328,2458293.8167335396,0.0005370945304532467,2.0174906901686342,0.014422383356745004,0.01556699028965398,3.1,0.30468552303500473,2.1757463680998245e-05,0.4114553248238977,0.03752305543625107,183.4496321,40.7156531
ZTF18aavrwhu,0.06201363,2458276.2773726573,0.0011948987496364987,0.7436933050620407,-0.02536450736875479,0.010934928454660795,3.1,0.08421111851930618,3.4567649749591725e-05,0.09778827136676752,0.02736046528593453,206.7351993,43.1372811
ZTF18acqxsyi,0.0635812,2458453.2238120628,0.0008449677601711338,-1.5055731137720008,-0.04547822721014012,0.017086731093918776,3.1,0.2254472493659705,6.263091420032779e-05,0.24274930305948084,0.05853028068350174,144.8692259,26.9324305
ZTF18acutfne,0.03688486307928798,2458470.595181067,0.0009231817574713377,0.18849248718428252,0.4642938523852795,0.025341142652301092,3.1,2.2614754193928093,5.044995598019601e-05,1.004862789342591,0.06412526101577767,207.4073,-6.1061944
ZTF18aazblzy,0.065039,2458291.946810005,0.0008147398799914059,-2.4048571407770796,-0.0923755882264597,0.011576553796655151,3.1,0.04552281158976257,2.3810101789578472e-05,0.060035206539633366,0.02762418399399307,242.839452,36.9942818
ZTF18abcryxz,0.06460381,2458302.250188966,0.0010421193752680835,1.3986567624654502,-0.0016249235945181,0.021250243237891545,3.1,1.9874582230113447,9.323813691302e-05,2.2205268488007666,0.08211859263340159,181.1494693,12.5567913
ZTF18aaotzhu,0.07152984,2458237.0859543015,0.0007034343703477551,-1.3709960912630739,-0.04970664372099743,0.03228138610110911,3.1,0.18444607709534466,2.943935822221919e-05,0.2911610647026963,0.04026304419793993,223.2064154,18.0802668
ZTF18acbudzo,0.04181543325894589,2458410.045376255,0.0014008044976087728,-2.573567857160473,0.18900744961777852,0.10254777027602427,3.1,0.49769496405497193,0.00027389860211848985,0.3901102500811382,0.12860544443460808,15.6599616,-6.3926952
ZTF18acaipdc,0.060658,2458407.809834649,0.0012948328533993936,-1.2003082170822428,0.03664526090254435,0.046263924482898636,3.1,0.25577824539504945,0.0001093973594414066,0.43179325178812356,0.05480355625627955,330.2643444,7.7960211
ZTF18adakmnq,0.037721199999999996,2458484.6466305098,0.0007129779772594226,0.49865298723204216,0.4861107307058901,0.014134240168561619,3.1,0.8744814151432365,3.7480452347847e-05,0.2547120900446261,0.03808862761011144,183.5068244,38.5526203
ZTF18acszgnm,0.1155741,2458460.689217234,0.0003587937639678943,-0.5757563942062599,-0.17245165350587294,0.055940976834707355,3.1,2.420701943570748,5.885934345363395e-05,2.1653649823767083,0.20789528760367237,55.8506617,-6.3934661
ZTF18acusnoa,0.089264,2458459.7638068288,0.0005686495142955141,-0.2804573196181615,-0.06286330629819967,0.04347149521124237,3.1,0.40498160291463137,2.4875849631059716e-05,0.39893920170635355,0.04621129312273697,157.280903,2.1825598
ZTF18aayivoq,0.07924838,2458286.3896095944,0.0004907088308760921,-0.8765489056950402,-0.012052291596011344,0.018565279081309508,3.1,0.2306216221768409,1.693005893961552e-05,0.2883866656106886,0.03425112072679416,180.4785707,36.8951962
ZTF18acpscso,0.07082305483144202,2458454.0203904146,0.0007652562397542106,0.6058990454498622,0.07482923445411907,0.02071973826669714,3.1,0.4915479803457856,7.197092947797624e-05,0.3703080658882738,0.07137671832092143,31.9907617,-6.093389
ZTF18acnbeuu,0.10218630000000001,2458449.595382707,0.0005357829917132509,1.2647439035599686,-0.037365261443586484,0.01170510530775778,3.1,0.10443299752660096,1.7443680365530142e-05,0.14633927782706288,0.031938424095389745,142.4222804,49.2124525
ZTF18ablrljh,0.09395919999999999,2458329.1977863857,0.00023494199313140352,25.083115037815023,-0.14989339168040816,0.04563750477576688,3.1,0.3293787438888103,1.0876388881654181e-05,2.0828404650809653,0.04146422420038106,248.8438629,22.4684848
ZTF18acqsfxh,0.04184256,2458455.0603106273,0.0002512406772289187,1.2569296938183425,0.7168168637008114,0.013427570262487719,3.1,0.22511027823202312,2.8613574161790813e-05,0.30101949539045453,0.08468811364934707,142.3412997,54.0077819
ZTF18acehilk,0.03399297151972632,2458440.966655716,0.0021601219890196315,-1.3804581309465893,0.151423907028124,0.2152853327937739,3.1,0.28487813263200223,0.00010930047860889092,0.268041237236397,0.04882908029700528,347.0670419,22.7121748
ZTF18aazjztm,0.07206996,2458291.72717297,0.0005580614230641778,-1.4309893557624493,0.046273669935187035,0.03556895305910273,3.1,0.06488209473900497,1.664047949918306e-05,0.08547705645184116,0.028202897961541875,260.1016527,55.2146456
ZTF18aansqun,0.05964478,2458314.3311711685,0.000359342271573862,-1.6133784823365815,0.3442841070240647,0.012555181073074125,3.1,0.09031510655768216,1.2225284530275113e-05,0.14975680030735092,0.03076861858233503,251.2921112,42.7178818
ZTF18ablongw,0.08181214,2458345.968611269,0.00038841935760157296,-0.20970327781048365,0.12961454493129695,0.023937548764045295,3.1,0.20642008865252137,1.4177130419435844e-05,0.15568336908265035,0.0329968128534268,262.6781438,62.8311295
ZTF18aaykmzg,0.05615117,2458262.713202022,0.001472423867022394,-2.2263662346494626,-0.21245885183944488,0.020214523187122888,3.1,1.0899205442983657,0.00022608573055359684,0.43649325426484337,0.10597727312938285,224.8782845,28.1830153
ZTF18aartjmf,0.0878217,2458325.3717932086,0.000644783356019121,0.36672657299829053,-0.09309534212308884,0.029998537464084676,3.1,0.29176977020688355,2.7787232517101784e-05,0.3486363764386384,0.04184863795203833,231.7449686,8.2614907
ZTF18acdwazf,0.03320153,2458435.036269487,0.004646249059350303,0.36987573100770765,-0.0872214516884197,0.011198501200002833,3.1,0.13917464250698686,0.00014594281515359502,0.08538224366658784,0.029771688737913166,186.819287,35.800629
ZTF18acsovsw,0.03279604,2458473.276963308,0.004163952453396589,0.1420913334980698,-0.17992915843095159,0.022886079588569967,3.1,1.9544735550880432e-05,0.00014328596810611106,0.09261753854499896,0.030021752051842012,141.1572711,25.3951372
ZTF18abosrco,0.02266635720104753,2458348.8551222393,0.0055907635087922725,0.9388270543023682,0.14170790129666933,0.057350217676376866,3.1,0.08704444230534136,0.00018578538356730034,0.08985084097859342,0.029864209105171236,352.4717613,27.3779942
ZTF18acusegd,0.019511464425465332,2458475.614176985,0.0072582457772247385,0.20375432873233193,0.06466940954065836,0.047194751623696976,3.1,0.060293352929875255,0.0002501612857966638,0.05784872781624995,0.03016449552854967,120.029747,58.7097512
ZTF18aahjafd,0.0358346,2458231.100140011,0.001285951815411322,-0.4225866004527378,0.3276119182824222,0.009861777640753366,3.1,0.07405165419913828,4.1229181001096463e-05,0.08457918783919538,0.02960933402108461,198.2744948,23.4595151
ZTF18acvwhaz,0.10736480000000001,2458478.6345632775,0.0004284746764982527,-0.014406797643557788,-0.0834270606938614,0.03597914699642699,3.1,0.5658940258435905,3.097069692942999e-05,0.5921484238605159,0.06328088083324886,126.4006279,12.1982172
ZTF18abgkjff,0.04490508,2458327.9261235497,0.0023799546189225535,0.6540113404865661,0.00026560518608761616,0.030608988299129974,3.1,0.2092158175073564,8.090650564357531e-05,0.21002440000052627,0.03330644988241719,227.6687017,8.5743028
ZTF18abxbwwf,0.0599695,2458390.0743800327,0.0009222209956049826,2.125735414392337,0.1593380254532385,0.07449339288709017,3.1,1.2971354736946523,0.00010131813190238689,1.6267424400866453,0.09818619441452082,251.5364674,19.4547821
ZTF18abwlonm,0.07018422,2458388.3939421605,0.0011475046407495892,1.345845143024945,-0.0013373597713678095,0.024394899911403905,3.1,0.3553437024820596,5.1498412003794824e-05,0.3433193636570934,0.04415322150935812,129.5964213,19.4704359
ZTF18aahfeiy,0.07123715,2458214.769155713,0.0008143005138132971,1.3651029436157514,0.13992040306518252,0.009867155178216146,3.1,0.2499051596969366,4.497614599088551e-05,0.2166638939112061,0.046858814359339834,154.3148488,43.5233541
